"statementText","ProlificID","click_rating","share_rating","agreement_rating","Educational.Level","DemRep_C_num","Ideology_econ_num","Ideology_soc_num","ideology","income_num","gender","Household","AttentionCheck2","top25pre","bottom25pre","lower25pre","upper25pre","top25post","bottom25post","lower25post","upper25post","inequality_subj_1","inequality_pol_1","inequality_luck_1_1","inequality_subj_2","inequality_pol_2","inequality_luck_2_1","item_nr","condition"
"New Report Exposes Tax System’s Role in Widening Racial Wealth Gap, Calls for Urgent Reforms","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,1,"original"
"2024: A Defining Election For Black Rights And Economic Equality","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,31,"original"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,65,"original"
"How can we understand wealth inequality across countries?","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,3,"original"
"New report exposes tax system’s role in widening racial wealth gap, calls for urgent reforms","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,2,"original"
"Project 2025 and GOP Agenda Would Increase Poverty and Wealth Gap, Experts Say","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,21,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,50,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,44,"original"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","676d6b0a137e2c9c8e9fc347",3,2,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,76,"flipped"
"Conservative Author Sparks Discussion on Campus with Views on Inequality","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,36,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,15,"flipped"
"The Double-Edged Sword of Technological Progress: Balancing Economic Growth and Social Challenges","676d6b0a137e2c9c8e9fc347",2,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,16,"flipped"
"Research Challenges Assumption that Lower Interest Rates Make Education More Accessible to the Poor","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,26,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","676d6b0a137e2c9c8e9fc347",3,1,2,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,70,"flipped"
"Jamie Dimon Urges Presidential Candidates to Set Aside Partisan Rhetoric and Focus on Common Ground","676d6b0a137e2c9c8e9fc347",3,2,2,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,95,"flipped"
"US Sees Unprecedented Wealth Growth, Outpacing Global Peers","676d6b0a137e2c9c8e9fc347",3,2,2,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,5,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","676d6b0a137e2c9c8e9fc347",4,2,3,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,92,"flipped"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","676d6b0a137e2c9c8e9fc347",1,1,1,"Bachelor's degree in college (4-year)",2,1,0,0.5,NA,"Male",3,"Not at all interested,Extremely interested",40,18,29,13,22,26,28,24,3,1,6,3,2,6,103,"flipped"
"Global Wealth Report 2024","60cfdcfdf8a3c6c42dad17d3",4,4,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,5,"original"
"The Paradox Of Progress For Black Americans","60cfdcfdf8a3c6c42dad17d3",4,4,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,34,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","60cfdcfdf8a3c6c42dad17d3",6,6,6,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,16,"original"
"Can Low Interest Rates Drive Inequality?","60cfdcfdf8a3c6c42dad17d3",1,1,1,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,26,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,44,"original"
"Wage Gap Statistics: The Numbers Behind Pay Disparity","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,15,"original"
"New Universal Basic Income Program in this state: $300/monthly payments coming soon","60cfdcfdf8a3c6c42dad17d3",4,4,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,92,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,36,"original"
"Project 2025 and GOP Agenda Would Increase Poverty and Wealth Gap, Experts Say","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,21,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,50,"original"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,3,"flipped"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","60cfdcfdf8a3c6c42dad17d3",4,4,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,103,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","60cfdcfdf8a3c6c42dad17d3",4,4,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,31,"flipped"
"Report Highlights Racial Wealth Gap in US Tax System","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,1,"flipped"
"Jamie Dimon Urges Presidential Candidates to Set Aside Partisan Rhetoric and Focus on Common Ground","60cfdcfdf8a3c6c42dad17d3",4,4,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,95,"flipped"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,2,"flipped"
"Voter Turnout in Metro Atlanta Reveals Surprising Geographic Divide","60cfdcfdf8a3c6c42dad17d3",4,4,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,70,"flipped"
"Debate Over Trickle-Down Economics Fueled by New Research","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,65,"flipped"
"Dividend Payments Work: The Surprising Success of Alaska's Permanent Fund","60cfdcfdf8a3c6c42dad17d3",4,4,4,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,76,"flipped"
"Is the US Really the Most Unequal Major Country?","60cfdcfdf8a3c6c42dad17d3",7,7,7,"High school graduate (high school diploma or equivalent including GED)",-3,-2,-2,-2,3,"Female",4,"Not at all interested,Extremely interested",81,2,4,13,71,4,9,16,7,4,3,7,7,2,23,"flipped"
"Voter turnout in metro Atlanta differs by region, race and income","66eb8f71bbf2cd81a68f9298",3,2,5,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,70,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","66eb8f71bbf2cd81a68f9298",1,1,1,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,36,"original"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","66eb8f71bbf2cd81a68f9298",7,5,7,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,65,"original"
"Bernie Sanders 2020: Is US inequality the highest?","66eb8f71bbf2cd81a68f9298",4,2,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,23,"original"
"Can Low Interest Rates Drive Inequality?","66eb8f71bbf2cd81a68f9298",4,1,4,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,26,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","66eb8f71bbf2cd81a68f9298",1,1,2,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,44,"original"
"The Alaska Permanent Fund isn't exactly universal basic income, but offers similar benefits to UBI. Here's how it works.","66eb8f71bbf2cd81a68f9298",6,3,5,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,76,"original"
"Global Wealth Report 2024","66eb8f71bbf2cd81a68f9298",5,2,4,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,5,"original"
"The Race Gap: How U.S. systemic racism plays out in Black lives","66eb8f71bbf2cd81a68f9298",5,3,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,50,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","66eb8f71bbf2cd81a68f9298",6,2,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,16,"original"
"Tax Experts Identify Inequities in Current Tax Law, Propose Solutions","66eb8f71bbf2cd81a68f9298",5,2,5,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,2,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","66eb8f71bbf2cd81a68f9298",5,2,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,31,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","66eb8f71bbf2cd81a68f9298",6,3,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,92,"flipped"
"Proposed GOP Budget Cuts Would Reduce Federal Deficit, but Carry Social Costs","66eb8f71bbf2cd81a68f9298",6,2,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,21,"flipped"
"Despite Increased Funding, Minnesota Students Lag Behind Peers","66eb8f71bbf2cd81a68f9298",6,2,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,103,"flipped"
"Despite Record Low Unemployment, Racial Employment Gap Remains a Major Challenge","66eb8f71bbf2cd81a68f9298",6,2,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,34,"flipped"
"New Study Reveals Surprising Differences in Wealth Inequality Across Countries","66eb8f71bbf2cd81a68f9298",5,2,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,3,"flipped"
"Report Highlights Racial Wealth Gap in US Tax System","66eb8f71bbf2cd81a68f9298",6,2,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,1,"flipped"
"Jamie Dimon Urges Presidential Candidates to Set Aside Partisan Rhetoric and Focus on Common Ground","66eb8f71bbf2cd81a68f9298",4,2,4,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,95,"flipped"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","66eb8f71bbf2cd81a68f9298",6,2,6,"Bachelor's degree in college (4-year)",-3,-2,-2,-2,5,"Male",2,"Not at all interested,Extremely interested",89,1,5,5,90,1,2,7,7,7,2,7,7,2,15,"flipped"
"The Race Gap: How U.S. systemic racism plays out in Black lives","65a2cd1b1d1724a7eba41cd3",1,2,2,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,50,"original"
"Inequality and complacency: Experts weigh in on Minnesota’s lagging student achievement","65a2cd1b1d1724a7eba41cd3",2,3,2,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,103,"original"
"Bernie Sanders 2020: Is US inequality the highest?","65a2cd1b1d1724a7eba41cd3",3,3,2,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,23,"original"
"Can Low Interest Rates Drive Inequality?","65a2cd1b1d1724a7eba41cd3",4,4,3,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,26,"original"
"Can Climbing Outrun its Own Elitism with Inclusive Gym Pricing?","65a2cd1b1d1724a7eba41cd3",3,2,2,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,44,"original"
"New report exposes tax system’s role in widening racial wealth gap, calls for urgent reforms","65a2cd1b1d1724a7eba41cd3",4,5,3,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,2,"original"
"Tax cuts for the wealthy only benefit the rich: debunking trickle-down economics","65a2cd1b1d1724a7eba41cd3",5,5,4,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,65,"original"
"Global Wealth Report 2024","65a2cd1b1d1724a7eba41cd3",5,6,5,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,5,"original"
"Conservative Black columnist speaks on inequality and social justice at Susquehanna","65a2cd1b1d1724a7eba41cd3",5,5,4,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,36,"original"
"Economic Gains From Tech Come at the Cost of Rising Wealth Inequality","65a2cd1b1d1724a7eba41cd3",4,4,3,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,16,"original"
"Choices and Circumstances: Exploring the Complexities of the Gender Pay Gap","65a2cd1b1d1724a7eba41cd3",4,3,3,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,15,"flipped"
"New Pilot Program in Colorado Offers $7200 in Assistance to Families with Young Children","65a2cd1b1d1724a7eba41cd3",4,5,4,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,92,"flipped"
"Black Americans Face a Critical Choice in the 2024 Election","65a2cd1b1d1724a7eba41cd3",1,2,1,"Bachelor's degree in college (4-year)",2,1,1,1,5,"Male",3,"Not at all interested,Extremely interested",90,2,3,5,94,1,2,3,6,3,6,5,2,6,31,"flipped"
